school1,major_data,job,class1,class2,class3,class4,count_class,re_registration,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,previous_class_count,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,onedayclass_topic,completed,major_type
16,True,대학생,11,,,,1,False,내국인,인스타그램,시간적으로_부담이_없어서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,8.0,팀,2.0,C._데이터_사이언티스트,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 G._자연과학계열_연구자,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,관심있는_다양한_분야의_현직자_이야기를_듣고_싶어서,로얄_캐닌,"G._도매_및_소매업,_K._금융_및_보험업,_O._공공_행정,_국방_및_사회보장_행정,_U._국제_및_외국기관",False,Python_응용 머신러닝_/_딥러닝_응용 SQL_응용,0.0,False
20,False,대학생,2,,,,1,False,내국인,기존_학회원_또는_운영진,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,7.0,팀,2.0,G._PM/서비스_기획자,없음,SQLD 구글_애널리스트,B._기획_/_전략_/_경영_직무 C._MD E._UI/UX_디자이너 F._PM_/_서비스_기획자 H._마케터_/_영업관리,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,최대한_많은_현직자분들의_이야기를_듣고_싶어요,네이버,"J._정보통신업,_M._전문,_과학_및_기술_서비스업,_R._예술,_스포츠_및_여가관련_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등),1.0,False
76,True,대학생,1,,,,1,False,내국인,인스타그램,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,4.0,팀,2.0,B._데이터_분석가 D._인공지능_전문가 E._소프트웨어_개발자,없음,빅데이터_분석_기사 정보처리기사 구글_애널리스트,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적당해야_물어보고_싶은_내용을_물어볼수_있을거같아서,APPLE,"M._전문,_과학_및_기술_서비스업",False,Python_응용,0.0,False
8,True,대학생,6,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,6,,,1,자연과학,취업,5.0,팀,3.0,A._데이터_엔지니어,ADsP,SQLD 빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적당해야_그_강의의_퀄리티가_올라갈_것_같다,삼성전자_삼성증권,"C._제조업,_K._금융_및_보험업",False,머신러닝_/_딥러닝_응용,0.0,False
16,False,대학생,2,,,,1,False,내국인,에브리타임,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,경영학 인문학,취업,6.0,팀,2.0,B._데이터_분석가 F._UI/UX_디자이너 G._PM/서비스_기획자 J._MD,없음,SQLD 빅데이터_분석_기사 구글_애널리스트,B._기획_/_전략_/_경영_직무 C._MD F._PM_/_서비스_기획자 H._마케터_/_영업관리,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_너무_적으면_부담스럽고_인원이_너무_많으면_집중력이_떨어져서,sk,"F._건설업,_G._도매_및_소매업,_U._국제_및_외국기관",False,SQL_응용,0.0,True
54,True,대학생,2,,,,1,False,내국인,인스타그램,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,인적_네트워크,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,4.0,팀,2.0,B._데이터_분석가 E._소프트웨어_개발자 H._자연과학계열_연구자,없음,SQLD 빅데이터_분석_기사 정보처리기사,D._소프트웨어_개발자 G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),오프라인,100명_이상의_리스너와_10명_이상의_현직자,다양한_현직자들의_이야기를_들어볼_수_있어서,덴컴,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,False
54,True,대학생,4,5.0,,,2,False,내국인,인스타그램,시간적으로_부담이_없어서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,4.0,팀,2.0,A._데이터_엔지니어 C._데이터_사이언티스트 D._인공지능_전문가 E._소프트웨어_개발자,없음,ADsP SQLD,D._소프트웨어_개발자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_인원수인것같아서,토스,"M._전문,_과학_및_기술_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등),0.0,False
89,True,대학생,2,,,,1,False,내국인,인스타그램,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,4.0,팀,2.0,A._데이터_엔지니어,없음,ADsP SQLD,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자 F._PM_/_서비스_기획자,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,다양한_관점의_질문들을_듣고_참고할수있어서,네이버,"M._전문,_과학_및_기술_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용 웹_크롤링,1.0,False
0,False,취준생,6,,,,1,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,,취업,,팀,1.5,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,ADsP SQLD,빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 C._MD H._마케터_/_영업관리,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,인적_네트워킹,국민은행,K._금융_및_보험업,False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용,1.0,
60,False,대학생,8,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,2.0,팀,2.0,C._데이터_사이언티스트 D._인공지능_전문가,없음,빅데이터_분석_기사 정보처리기사,D._소프트웨어_개발자 G._자연과학계열_연구자,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),스타트업_C-level,온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,"너무_인원이_많으면_각_강연에_집중하기_어렵고,_원하는_피드백을_즉각적으로_받기_어렵다.",토스,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,False
5,True,취준생,2,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,2,1,사회과학,취업,9.0,팀,6.0,B._데이터_분석가,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사 태블로_관련_자격증 구글_애널리스트 사회조사분석사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 C._MD F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),스타트업_C-level,온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,소규모일수록_좋지만_너무_적게_뽑으면_수요가_몰릴_것_같아서_50명을_선택했습니다.,코트라,"H._운수_및_창고업,_K._금융_및_보험업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용 웹_크롤링,0.0,True
56,False,대학생,4,6.0,,,2,False,내국인,지인_추천,혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,6.0,팀,3.0,A._데이터_엔지니어 B._데이터_분석가,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사 태블로_관련_자격증 구글_애널리스트,D._소프트웨어_개발자 E._UI/UX_디자이너,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,최대한_많은_현직자_분들께_이야기를_듣고_싶어서,구글_카카오,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용 웹_크롤링,1.0,False
31,True,대학생,4,5.0,,,2,False,내국인,에브리타임,현직자의_강의를_듣고_싶어서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,4.0,팀,4.0,C._데이터_사이언티스트 D._인공지능_전문가,없음,ADsP 빅데이터_분석_기사 정보처리기사,G._자연과학계열_연구자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),해외_기업_(빅테크),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,너무_적지도_너무_많지도_않은_인원이어야_질의가_편하고_좋을_거_같아서,뉴럴링크,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,False
13,False,직장인,12,,,,1,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,8.0,팀,2.0,B._데이터_분석가,없음,ADsP SQLD 빅데이터_분석_기사,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_소통이_용이,은행_증권사_등의_IT협업_가능_부서_네이버_등의_IT기업,K._금융_및_보험업,False,데이터_시각화_(Matplotlib__Seaborn_등),0.0,False
5,False,취준생,7,8.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,1,,4,2,공학_(컴퓨터_공학_제외),취업,,개인,2.0,B._데이터_분석가,없음,SQLD 빅데이터_분석_기사 정보처리기사,B._기획_/_전략_/_경영_직무,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),해외_기업_(빅테크),온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,더_집중이_잘_되어서,아직_못_찾았습니다.,"P._교육_서비스업,_R._예술,_스포츠_및_여가관련_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등),1.0,True
13,False,대학생,11,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,1,4,6,8,4,경영학 사회과학,대학원_진학,9.0,팀,1.0,C._데이터_사이언티스트,AWS,ADsP SQLD 정보처리기사,B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자,시니어_(10년차_~),위_3개_전부_다,"국내_빅테크_IT계열,_해외_기업_둘_다",온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_인원수의_강연이_좋아서,SAP,J._정보통신업,False,머신러닝_/_딥러닝_응용,0.0,True
65,False,대학생,1,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,2.0,팀,2.0,D._인공지능_전문가,없음,정보처리기사,A._금융_/_보험_직무 D._소프트웨어_개발자 G._자연과학계열_연구자,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,아직_자세한_내용을_모르기때문에,아직_없습니다,"M._전문,_과학_및_기술_서비스업,_U._국제_및_외국기관",False,Python_응용 머신러닝_/_딥러닝_응용,0.0,False
81,False,대학생,1,,,,1,False,내국인,기타,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,4.0,개인,2.0,J._MD,없음,ADsP SQLD,B._기획_/_전략_/_경영_직무 C._MD,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,100명_이상은_사람이_많기에_집중에_어려움이_있을_것_같았기_때문에_보통_강의를_듣는_인원수인_30-50명이_좋을_것_같아서_선택했습니다,애플,K._금융_및_보험업,False,Python_응용,0.0,False
0,False,취준생,12,,,,1,False,내국인,인스타그램,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,,취업,,개인,2.0,A._데이터_엔지니어,없음,ADsP,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자 H._마케터_/_영업관리,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_집중할_수_있어서,없음,"R._예술,_스포츠_및_여가관련_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용 웹_크롤링,0.0,
15,False,대학생,2,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,5.0,팀,4.0,I._마케터 컨설턴트,없음,ADsP SQLD 구글_애널리스트,B._기획_/_전략_/_경영_직무 H._마케터_/_영업관리,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),해외_기업_(빅테크),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_규모의_리스너와_함께_한명의_현직자에게_집중할_수_있기에_1명의_현직자와_3-50명_내외의_강의_리스너를_골랐습니다.,스타벅스/존슨앤존슨,"I._숙박_및_음식점업,_R._예술,_스포츠_및_여가관련_서비스업,_U._국제_및_외국기관",False,데이터_시각화_(Matplotlib__Seaborn_등),0.0,False
27,False,대학생,2,,,,1,False,내국인,지인_추천,혼자_공부하기_어려워서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,경제통상학 인문학,취업,6.0,팀,2.0,C._데이터_사이언티스트 I._마케터,ADsP,SQLD 빅데이터_분석_기사 정보처리기사,B._기획_/_전략_/_경영_직무 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적절한_비율이어서_집중이_잘될것_같음,Cj,"J._정보통신업,_P._교육_서비스업,_R._예술,_스포츠_및_여가관련_서비스업,_U._국제_및_외국기관",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용,1.0,True
18,True,대학생,6,7.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,6,1,공학_(컴퓨터_공학_제외),취업,7.0,팀,2.0,B._데이터_분석가 C._데이터_사이언티스트,ADsP,빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온라인,100명_이상의_리스너와_10명_이상의_현직자,많은_경험공유,없습니다,K._금융_및_보험업,True,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,0.0,False
10,True,대학생,5,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,4.0,팀,3.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,SQLD,정보처리기사,B._기획_/_전략_/_경영_직무,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,강의에_적당한_규모라고_생각됨,Lg,"K._금융_및_보험업,_P._교육_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용 웹_크롤링,0.0,False
1,True,대학생,7,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,6.0,팀,3.0,B._데이터_분석가 C._데이터_사이언티스트 D._인공지능_전문가,없음,ADsP SQLD 빅데이터_분석_기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당해서,토스_skt_ktp,"G._도매_및_소매업,_J._정보통신업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,0.0,False
53,True,대학생,4,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함) 자연과학,취업,4.0,팀,1.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP 태블로_관련_자격증 구글_애널리스트,A._금융_/_보험_직무 D._소프트웨어_개발자 G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,규모가_커서,현대,"J._정보통신업,_K._금융_및_보험업,_R._예술,_스포츠_및_여가관련_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등),0.0,True
19,False,대학생,4,,,,1,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",혼자_공부하기_어려워서,공모전_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,7.0,팀,3.0,B._데이터_분석가 G._PM/서비스_기획자,ADsP SQLD,빅데이터_분석_기사,A._금융_/_보험_직무 F._PM_/_서비스_기획자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,몇십명_정도가_가장_q&a_하기에도_적당할_거_같다,은행,K._금융_및_보험업,False,데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,0.0,False
34,False,취준생,5,6.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,1,4,2,자연과학,취업,8.0,개인,2.0,B._데이터_분석가,ADsP 빅데이터_분석_기사,SQLD,G._자연과학계열_연구자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),해외_기업_(빅테크),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,"인원이_적당해야_집중을_할_수_있고,_질문도_적당히_있을_것_같아서",삼성전자,C._제조업,False,데이터_시각화_(Matplotlib__Seaborn_등),1.0,False
3,False,대학생,8,11.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,공모전_경험,네._온라인으로_참여하고_싶어요,,,,,,4,1,공학_(컴퓨터_공학_제외),취업,7.0,팀,2.0,품질관리,ADsP,빅데이터_분석_기사,D._소프트웨어_개발자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_인원이라_생각함,현대제철,C._제조업,False,머신러닝_/_딥러닝_응용,0.0,False
54,True,대학생,8,,,,1,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,공모전_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,6.0,팀,2.0,A._데이터_엔지니어,없음,태블로_관련_자격증 구글_애널리스트,D._소프트웨어_개발자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),오프라인,100명_이상의_리스너와_10명_이상의_현직자,많은_인원이_있는_강의를_듣고_싶습니다,네이버,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,False
36,True,대학생,13,,,,1,False,내국인,에브리타임,현직자의_강의를_듣고_싶어서,공모전_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함) 공학_(컴퓨터_공학_제외),대학원_진학,8.0,팀,2.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP 빅데이터_분석_기사 품질경영,D._소프트웨어_개발자 E._UI/UX_디자이너 H._마케터_/_영업관리,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당해서,카카오,J._정보통신업,False,Python_응용 머신러닝_/_딥러닝_응용,0.0,True
0,False,대학생,4,,,,1,False,내국인,인스타그램,혼자_공부하기_어려워서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,,대학원_진학,,개인,2.0,C._데이터_사이언티스트,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사 태블로_관련_자격증,A._금융_/_보험_직무,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,인원이_많으면_좀_더_현장감이_있어서,카카오,K._금융_및_보험업,False,웹_크롤링,1.0,
20,True,대학생,1,4.0,6.0,,3,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,2,1,공학_(컴퓨터_공학_제외),취업,4.0,개인,2.0,G._PM/서비스_기획자,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사 태블로_관련_자격증,E._UI/UX_디자이너 F._PM_/_서비스_기획자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적당하여서,토스,"M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등),0.0,True
53,True,대학생,2,4.0,,,2,False,내국인,지인_추천,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,7.0,개인,2.0,G._PM/서비스_기획자,ADsP SQLD 구글_애널리스트,태블로_관련_자격증,B._기획_/_전략_/_경영_직무 E._UI/UX_디자이너 F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,원활한_커뮤니케이션을_위해,네이버,J._정보통신업,False,Python_응용,0.0,False
31,False,대학생,5,,,,1,False,내국인,에브리타임,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,6.0,개인,2.0,B._데이터_분석가,ADsP,SQLD 빅데이터_분석_기사 정보처리기사,G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_집중할_수_있어서,삼성전자,C._제조업,False,머신러닝_/_딥러닝_응용,0.0,False
16,False,대학생,6,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,공모전_경험,네._오프라인으로_참여하고_싶어요,,,,,,4,1,인문학,취업,9.0,팀,2.0,I._마케터,없음,ADsP,B._기획_/_전략_/_경영_직무 C._MD F._PM_/_서비스_기획자 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,더_많이_질문하고_싶어서,AWS,"G._도매_및_소매업,_J._정보통신업,_M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등),1.0,True
